id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
576,0<=X<200,12,existing paid,used car,2427,>=1000,1<=X<4,4,male single,none,4,no known property,37,bank,rent,1,unskilled resident,1,yes,yes,bad
577,0<=X<200,24,existing paid,new car,2427,<100,4<=X<7,4,male single,none,2,real estate,28,none,rent,1,unskilled resident,1,none,yes,good
578,no checking,6,existing paid,radio/tv,625,>=1000,1<=X<4,2,male single,none,4,no known property,28,none,own,1,skilled,1,none,yes,good
579,no checking,24,existing paid,radio/tv,1236,<100,1<=X<4,1,male single,none,4,life insurance,46,none,for free,1,skilled,1,none,yes,good
580,no checking,24,critical/other existing credit,radio/tv,1126,500<=X<1000,>=7,4,male mar/wid,none,3,car,38,none,own,1,skilled,1,yes,yes,good
581,0<=X<200,18,critical/other existing credit,business,3594,no known savings,4<=X<7,1,male single,none,2,car,51,none,own,2,skilled,1,none,yes,good
582,no checking,27,existing paid,new car,4110,<100,>=7,2,male single,none,4,life insurance,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
583,0<=X<200,12,existing paid,furniture/equipment,3235,<100,>=7,3,female div/dep/mar,none,4,real estate,52,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
584,no checking,12,existing paid,used car,7596,<100,<1,2,male mar/wid,none,2,life insurance,27,stores,own,1,skilled,1,none,yes,good
585,no checking,30,existing paid,used car,5045,no known savings,4<=X<7,4,male single,none,2,real estate,36,none,for free,1,unskilled resident,1,yes,yes,good
586,no checking,60,critical/other existing credit,radio/tv,3617,no known savings,<1,3,female div/dep/mar,none,2,no known property,36,bank,own,1,skilled,1,yes,yes,good
587,0<=X<200,27,existing paid,radio/tv,1239,<100,>=7,4,female div/dep/mar,none,4,no known property,45,none,own,1,skilled,1,yes,yes,good
588,no checking,48,critical/other existing credit,new car,2779,<100,>=7,4,female div/dep/mar,none,4,car,54,none,for free,1,skilled,1,none,yes,good
589,>=200,24,existing paid,radio/tv,4280,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,23,none,own,1,unskilled resident,2,none,yes,good
590,<0,15,all paid,business,932,<100,<1,2,male single,none,4,car,32,none,own,2,unskilled resident,1,none,yes,good
591,<0,45,existing paid,furniture/equipment,338,no known savings,1<=X<4,2,male single,none,2,real estate,28,bank,own,2,skilled,1,yes,no,good
592,no checking,18,existing paid,other,7408,<100,>=7,4,male single,none,1,car,37,none,rent,1,skilled,1,yes,yes,good
593,<0,12,delayed previously,radio/tv,1275,no known savings,1<=X<4,2,male single,none,3,life insurance,20,bank,own,1,skilled,1,yes,yes,good
594,0<=X<200,12,critical/other existing credit,education,3017,no known savings,4<=X<7,3,female div/dep/mar,none,3,car,31,none,own,1,high qualif/self emp/mgmt,2,none,yes,good
595,no checking,24,no credits/all paid,radio/tv,866,<100,4<=X<7,2,male single,guarantor,4,life insurance,38,bank,own,1,skilled,1,yes,yes,good
596,no checking,6,existing paid,new car,1743,100<=X<500,4<=X<7,4,male single,none,4,life insurance,31,none,rent,1,skilled,1,none,yes,bad
597,no checking,24,existing paid,radio/tv,6842,<100,1<=X<4,3,male single,none,4,car,25,none,own,1,unskilled resident,1,none,yes,bad
598,<0,12,existing paid,radio/tv,3399,>=1000,1<=X<4,4,male single,none,4,car,50,none,own,1,skilled,1,none,yes,good
599,<0,6,existing paid,new car,5866,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,39,none,own,1,unemp/unskilled non res,1,yes,yes,good
600,no checking,12,existing paid,new car,1155,500<=X<1000,unemployed,4,male mar/wid,none,2,real estate,38,none,own,1,skilled,1,yes,yes,bad
601,0<=X<200,20,no credits/all paid,radio/tv,454,<100,4<=X<7,4,male mar/wid,none,4,car,45,none,rent,2,skilled,1,none,yes,bad
602,<0,6,existing paid,new car,717,<100,>=7,2,male mar/wid,none,1,life insurance,31,none,own,2,skilled,1,none,yes,good
603,<0,9,existing paid,new car,1275,<100,>=7,2,male single,none,3,car,23,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
604,>=200,12,existing paid,new car,2141,100<=X<500,>=7,4,male single,none,4,car,66,none,own,2,skilled,1,yes,yes,bad
605,0<=X<200,18,existing paid,used car,2728,500<=X<1000,<1,4,male single,none,3,no known property,36,none,own,2,skilled,1,none,yes,good
606,no checking,36,critical/other existing credit,repairs,6199,no known savings,>=7,4,male single,none,2,real estate,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
607,no checking,15,existing paid,radio/tv,1318,<100,1<=X<4,4,male single,none,2,car,31,none,own,1,skilled,2,none,no,good
608,no checking,18,existing paid,radio/tv,1766,no known savings,unemployed,2,female div/dep/mar,none,4,car,28,none,rent,2,high qualif/self emp/mgmt,1,none,yes,good
609,<0,24,existing paid,radio/tv,1829,<100,4<=X<7,4,female div/dep/mar,none,2,car,47,none,own,1,skilled,1,yes,yes,good
610,no checking,15,existing paid,new car,2511,<100,unemployed,4,female div/dep/mar,none,2,car,29,bank,own,2,skilled,1,yes,yes,bad
611,<0,36,existing paid,radio/tv,1274,<100,1<=X<4,4,male mar/wid,none,2,no known property,27,none,for free,1,skilled,2,yes,no,bad
612,0<=X<200,36,existing paid,new car,2775,100<=X<500,4<=X<7,4,male single,none,2,real estate,22,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
613,0<=X<200,6,critical/other existing credit,radio/tv,1193,no known savings,>=7,1,male mar/wid,none,1,no known property,29,none,rent,1,unskilled resident,1,yes,yes,good
614,0<=X<200,10,critical/other existing credit,used car,674,<100,>=7,4,male single,none,3,real estate,40,none,own,1,skilled,1,none,yes,good
615,<0,10,existing paid,used car,6314,<100,<1,4,male div/sep,none,2,car,31,none,for free,2,unskilled resident,1,none,yes,good
616,<0,24,existing paid,new car,2375,<100,<1,4,male single,none,4,real estate,37,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
617,no checking,30,critical/other existing credit,new car,3001,<100,>=7,2,female div/dep/mar,none,2,real estate,26,bank,own,1,skilled,1,none,yes,good
618,<0,48,existing paid,new car,6304,<100,unemployed,2,female div/dep/mar,none,2,car,28,none,for free,1,skilled,1,none,yes,good
619,no checking,30,critical/other existing credit,radio/tv,3594,<100,4<=X<7,2,male single,none,2,car,22,none,own,2,unemp/unskilled non res,1,yes,yes,bad
620,0<=X<200,48,critical/other existing credit,radio/tv,754,500<=X<1000,1<=X<4,4,male div/sep,none,4,no known property,56,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
621,<0,36,all paid,radio/tv,2246,500<=X<1000,>=7,4,male single,none,2,no known property,61,none,own,2,unskilled resident,2,none,yes,good
622,0<=X<200,4,critical/other existing credit,domestic appliance,5800,<100,4<=X<7,4,male single,none,2,car,25,stores,own,2,unskilled resident,1,none,yes,good
623,no checking,15,existing paid,used car,3804,<100,unemployed,1,female div/dep/mar,guarantor,2,no known property,38,none,rent,2,high qualif/self emp/mgmt,2,yes,yes,good
624,no checking,6,existing paid,radio/tv,3349,<100,>=7,4,male single,none,4,car,25,none,for free,3,skilled,1,none,yes,bad
625,no checking,24,all paid,business,6350,<100,>=7,4,male single,none,2,real estate,25,none,for free,2,high qualif/self emp/mgmt,1,none,yes,bad
626,no checking,24,critical/other existing credit,radio/tv,2670,<100,1<=X<4,2,male div/sep,none,4,no known property,34,none,own,1,skilled,1,none,yes,good
627,0<=X<200,36,all paid,used car,1412,<100,>=7,1,male mar/wid,none,2,life insurance,41,none,rent,2,skilled,1,yes,yes,good
628,no checking,12,no credits/all paid,new car,3105,no known savings,4<=X<7,4,female div/dep/mar,none,1,no known property,30,none,own,1,skilled,2,yes,yes,good
629,no checking,21,existing paid,radio/tv,5433,no known savings,>=7,1,male single,co applicant,3,car,25,stores,own,1,unskilled resident,1,none,yes,good
630,no checking,24,existing paid,new car,7297,<100,>=7,4,female div/dep/mar,none,4,car,47,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
631,0<=X<200,24,critical/other existing credit,new car,2899,<100,1<=X<4,2,male mar/wid,none,2,no known property,26,stores,rent,2,unskilled resident,2,none,yes,good
632,no checking,24,existing paid,business,2292,no known savings,4<=X<7,4,male single,none,1,car,33,none,rent,1,skilled,1,yes,yes,good
633,no checking,30,existing paid,radio/tv,1829,500<=X<1000,1<=X<4,4,male single,none,3,no known property,27,none,rent,2,skilled,1,none,yes,good
634,no checking,9,existing paid,furniture/equipment,697,no known savings,4<=X<7,3,male single,none,2,real estate,37,none,own,1,skilled,1,none,yes,good
635,0<=X<200,36,existing paid,business,458,<100,>=7,4,male div/sep,none,2,life insurance,40,none,rent,1,skilled,1,yes,yes,good
636,<0,6,existing paid,repairs,1987,<100,4<=X<7,3,female div/dep/mar,none,2,real estate,36,none,own,2,skilled,1,yes,yes,good
637,<0,6,existing paid,radio/tv,4272,<100,4<=X<7,4,male single,none,4,real estate,40,none,own,2,skilled,1,yes,yes,good
638,<0,12,existing paid,furniture/equipment,1597,<100,>=7,2,female div/dep/mar,none,1,life insurance,26,bank,own,1,skilled,1,none,yes,bad
639,no checking,24,existing paid,business,790,no known savings,1<=X<4,4,female div/dep/mar,none,1,car,44,none,own,2,unskilled resident,1,yes,yes,good
640,no checking,42,existing paid,business,3488,>=1000,4<=X<7,4,male single,none,4,life insurance,31,none,own,1,skilled,1,none,yes,bad
641,>=200,6,delayed previously,business,3349,<100,4<=X<7,4,female div/dep/mar,none,4,car,44,none,own,1,skilled,1,none,yes,good
642,>=200,48,existing paid,new car,2122,<100,1<=X<4,4,male single,none,2,real estate,37,none,own,1,skilled,1,yes,yes,bad
643,0<=X<200,15,existing paid,radio/tv,2993,<100,>=7,3,male single,none,4,life insurance,24,stores,for free,1,skilled,1,yes,yes,good
644,<0,24,existing paid,radio/tv,9277,<100,1<=X<4,4,male single,none,2,real estate,20,none,own,1,skilled,1,yes,yes,good
645,<0,6,critical/other existing credit,radio/tv,4933,500<=X<1000,>=7,4,female div/dep/mar,none,4,no known property,44,none,own,2,unskilled resident,1,none,yes,good
646,0<=X<200,12,critical/other existing credit,new car,4870,<100,1<=X<4,2,male single,none,4,real estate,30,none,rent,1,skilled,1,none,yes,good
647,no checking,6,critical/other existing credit,radio/tv,2473,<100,1<=X<4,2,female div/dep/mar,none,4,car,61,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
648,no checking,24,existing paid,new car,4151,<100,1<=X<4,3,male single,guarantor,1,real estate,44,none,own,1,skilled,1,none,yes,good
649,0<=X<200,6,no credits/all paid,furniture/equipment,1418,<100,<1,2,male div/sep,co applicant,2,car,41,none,own,1,unskilled resident,1,yes,yes,good
650,<0,12,all paid,retraining,4463,500<=X<1000,4<=X<7,4,male single,none,3,real estate,42,none,own,1,skilled,1,yes,yes,good
651,no checking,24,critical/other existing credit,education,3414,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,car,75,none,rent,1,skilled,1,yes,yes,good
652,<0,24,all paid,radio/tv,3029,100<=X<500,1<=X<4,4,female div/dep/mar,none,4,car,42,bank,own,1,skilled,1,none,yes,bad
653,<0,12,existing paid,education,707,<100,<1,4,male single,none,2,real estate,23,bank,own,1,skilled,2,none,yes,bad
654,0<=X<200,12,existing paid,furniture/equipment,2132,<100,<1,1,female div/dep/mar,none,4,car,41,stores,own,1,skilled,1,yes,yes,good
655,no checking,12,delayed previously,retraining,708,<100,unemployed,3,male single,none,2,real estate,23,none,own,1,skilled,1,yes,yes,good
656,no checking,60,critical/other existing credit,new car,7814,<100,1<=X<4,4,male single,none,4,real estate,28,none,own,1,skilled,2,yes,yes,good
657,no checking,24,no credits/all paid,furniture/equipment,2528,<100,<1,2,female div/dep/mar,none,4,car,40,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
658,0<=X<200,21,delayed previously,used car,2028,<100,>=7,1,female div/dep/mar,none,3,real estate,27,none,own,2,unskilled resident,2,yes,yes,good
659,no checking,20,critical/other existing credit,new car,1980,100<=X<500,4<=X<7,4,female div/dep/mar,none,3,real estate,36,none,for free,1,unskilled resident,1,yes,yes,good
660,no checking,21,delayed previously,new car,1553,no known savings,1<=X<4,3,male single,none,2,car,64,none,own,1,unskilled resident,1,none,yes,good
661,0<=X<200,6,existing paid,radio/tv,6887,no known savings,<1,3,female div/dep/mar,none,4,car,26,none,own,1,skilled,1,none,yes,good
662,<0,15,all paid,furniture/equipment,1382,<100,<1,4,female div/dep/mar,none,2,life insurance,22,none,own,1,skilled,1,none,yes,good
663,no checking,8,existing paid,new car,3235,<100,<1,1,male single,none,2,real estate,25,none,own,1,unskilled resident,1,yes,yes,good
664,no checking,15,critical/other existing credit,business,2288,no known savings,1<=X<4,4,male single,none,4,car,37,none,own,2,unskilled resident,2,none,yes,good
665,>=200,24,existing paid,new car,2149,<100,>=7,4,female div/dep/mar,guarantor,3,no known property,45,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
666,no checking,36,all paid,furniture/equipment,1768,<100,4<=X<7,1,male single,none,3,real estate,25,bank,own,2,skilled,1,yes,yes,bad
667,no checking,12,existing paid,business,3148,100<=X<500,unemployed,4,female div/dep/mar,none,2,car,24,none,rent,3,skilled,1,yes,yes,good
668,0<=X<200,48,existing paid,repairs,6872,<100,>=7,2,female div/dep/mar,none,2,real estate,28,none,own,1,skilled,1,none,yes,good
669,<0,12,critical/other existing credit,new car,1278,<100,1<=X<4,4,female div/dep/mar,none,2,car,32,none,own,1,unskilled resident,2,none,yes,bad
670,0<=X<200,12,existing paid,furniture/equipment,1283,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,36,none,own,4,skilled,1,none,yes,good
671,no checking,11,existing paid,business,2214,<100,unemployed,4,male single,none,1,car,54,bank,own,1,skilled,1,none,yes,bad
672,no checking,9,critical/other existing credit,radio/tv,1391,no known savings,1<=X<4,4,male single,none,4,car,22,none,own,1,skilled,1,yes,yes,good
673,<0,48,existing paid,business,12612,<100,1<=X<4,4,male mar/wid,none,4,real estate,34,none,for free,2,skilled,2,none,yes,good
674,<0,12,existing paid,furniture/equipment,1620,no known savings,<1,2,female div/dep/mar,none,3,no known property,45,none,own,1,skilled,1,none,yes,good
675,no checking,4,critical/other existing credit,new car,1343,<100,>=7,4,female div/dep/mar,none,2,real estate,29,none,own,2,skilled,1,none,yes,bad
676,no checking,48,critical/other existing credit,new car,766,<100,1<=X<4,3,female div/dep/mar,none,2,car,34,none,rent,1,unskilled resident,1,yes,yes,good
677,<0,12,existing paid,education,1322,100<=X<500,4<=X<7,4,male single,guarantor,4,car,28,none,own,1,skilled,2,none,yes,good
678,no checking,18,existing paid,education,2132,<100,4<=X<7,4,male single,none,4,car,31,none,rent,2,high qualif/self emp/mgmt,1,none,yes,good
679,<0,18,existing paid,furniture/equipment,3186,<100,>=7,3,female div/dep/mar,none,3,car,42,none,own,1,skilled,1,none,yes,good
680,no checking,24,existing paid,business,10477,100<=X<500,>=7,4,male mar/wid,none,3,life insurance,27,none,for free,1,unskilled resident,1,yes,yes,bad
681,no checking,18,critical/other existing credit,furniture/equipment,846,100<=X<500,1<=X<4,4,male mar/wid,co applicant,4,car,24,none,own,2,skilled,1,yes,yes,good
682,<0,9,critical/other existing credit,furniture/equipment,11328,100<=X<500,1<=X<4,4,male div/sep,none,4,life insurance,36,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
683,no checking,30,existing paid,business,1501,100<=X<500,4<=X<7,2,male single,none,4,car,23,none,own,2,skilled,1,yes,yes,good
684,0<=X<200,24,existing paid,furniture/equipment,12389,<100,unemployed,1,male mar/wid,none,2,no known property,27,none,own,1,skilled,2,yes,yes,good
685,no checking,36,critical/other existing credit,furniture/equipment,1721,<100,>=7,3,male single,none,4,real estate,26,bank,own,1,unskilled resident,2,none,yes,good
686,no checking,12,existing paid,furniture/equipment,2991,<100,4<=X<7,3,male single,none,3,car,43,none,rent,1,unskilled resident,2,yes,yes,good
687,no checking,27,existing paid,used car,11560,100<=X<500,4<=X<7,4,male single,none,4,car,22,stores,own,2,unskilled resident,1,yes,yes,bad
688,<0,12,existing paid,business,409,no known savings,<1,3,male single,none,2,car,29,none,rent,2,skilled,1,none,yes,bad
689,<0,24,existing paid,business,7057,<100,<1,3,male mar/wid,none,2,car,37,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
690,0<=X<200,12,all paid,radio/tv,1526,no known savings,unemployed,3,female div/dep/mar,none,4,real estate,34,none,own,2,skilled,1,yes,yes,good
691,<0,36,existing paid,business,2116,no known savings,4<=X<7,4,male single,none,2,real estate,60,none,for free,2,skilled,2,none,yes,good
692,no checking,18,no credits/all paid,repairs,2687,100<=X<500,4<=X<7,4,male single,none,4,life insurance,65,stores,rent,2,high qualif/self emp/mgmt,2,none,yes,bad
693,no checking,15,existing paid,used car,4811,<100,1<=X<4,3,male single,none,4,real estate,40,none,own,1,unskilled resident,1,yes,yes,good
694,0<=X<200,18,existing paid,education,2100,100<=X<500,1<=X<4,3,male single,co applicant,2,no known property,24,none,rent,1,skilled,1,none,yes,good
695,0<=X<200,12,existing paid,furniture/equipment,1743,<100,4<=X<7,3,male single,co applicant,4,life insurance,36,none,own,1,high qualif/self emp/mgmt,2,none,yes,bad
696,no checking,24,delayed previously,education,448,no known savings,1<=X<4,2,male single,none,3,car,74,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
