id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
641,0<=X<200,12,critical/other existing credit,new car,3972,<100,>=7,4,male single,none,3,real estate,26,none,rent,1,skilled,1,none,no,good
642,0<=X<200,24,all paid,retraining,1237,<100,4<=X<7,2,male single,none,2,no known property,20,none,own,2,skilled,1,yes,yes,good
643,<0,24,existing paid,radio/tv,1203,<100,>=7,4,female div/dep/mar,none,4,car,22,none,own,2,unemp/unskilled non res,1,none,yes,bad
644,no checking,27,existing paid,furniture/equipment,4455,no known savings,>=7,4,female div/dep/mar,none,4,real estate,27,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
645,<0,12,existing paid,used car,11054,<100,<1,1,male single,none,2,no known property,32,none,for free,2,skilled,1,yes,yes,good
646,<0,36,existing paid,radio/tv,14896,<100,>=7,1,male single,co applicant,2,real estate,22,bank,own,1,skilled,2,none,yes,good
647,0<=X<200,24,all paid,new car,6403,<100,1<=X<4,1,male single,none,4,life insurance,22,none,for free,1,skilled,1,yes,yes,good
648,no checking,18,existing paid,other,10222,<100,1<=X<4,2,male single,none,2,real estate,24,none,rent,2,skilled,1,yes,yes,good
649,0<=X<200,24,existing paid,radio/tv,625,<100,>=7,4,female div/dep/mar,none,4,no known property,25,none,own,2,skilled,2,yes,yes,good
650,no checking,24,existing paid,new car,2255,<100,<1,2,male single,none,2,life insurance,20,bank,own,1,skilled,1,none,yes,good
651,<0,12,delayed previously,education,10875,<100,1<=X<4,4,male mar/wid,none,4,life insurance,22,none,own,1,skilled,2,yes,yes,good
652,no checking,12,all paid,radio/tv,2697,<100,4<=X<7,3,male single,none,4,car,33,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
653,no checking,7,critical/other existing credit,radio/tv,3566,no known savings,unemployed,4,male mar/wid,co applicant,4,life insurance,34,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
654,0<=X<200,48,critical/other existing credit,furniture/equipment,1574,>=1000,>=7,4,male single,none,2,car,50,bank,own,1,skilled,1,none,yes,bad
655,<0,18,existing paid,new car,2238,500<=X<1000,>=7,2,male single,none,2,car,20,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
656,0<=X<200,24,critical/other existing credit,education,7374,<100,<1,1,male single,none,4,no known property,40,none,own,1,unskilled resident,1,none,yes,good
657,no checking,36,critical/other existing credit,repairs,2848,no known savings,<1,4,male single,none,4,car,26,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
658,no checking,18,existing paid,new car,3349,<100,4<=X<7,4,female div/dep/mar,none,4,car,47,none,own,1,skilled,1,yes,yes,bad
659,0<=X<200,39,existing paid,used car,708,<100,>=7,4,female div/dep/mar,none,1,life insurance,38,none,own,1,skilled,1,yes,no,good
660,<0,24,existing paid,radio/tv,2476,no known savings,1<=X<4,2,male div/sep,none,4,real estate,28,none,own,1,skilled,1,yes,yes,good
661,0<=X<200,12,existing paid,radio/tv,672,100<=X<500,4<=X<7,2,male single,none,1,car,30,none,own,1,skilled,2,yes,yes,good
662,no checking,48,existing paid,furniture/equipment,3872,500<=X<1000,<1,2,male single,none,2,car,23,none,rent,1,skilled,1,none,yes,good
663,0<=X<200,36,existing paid,new car,1442,<100,>=7,4,male single,none,2,car,35,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
664,0<=X<200,10,existing paid,new car,1168,no known savings,<1,4,male single,none,4,car,33,none,rent,2,skilled,1,none,yes,good
665,0<=X<200,6,all paid,radio/tv,1444,<100,>=7,2,male single,none,1,real estate,41,none,rent,2,skilled,1,none,yes,good
666,no checking,12,existing paid,used car,1149,<100,4<=X<7,1,female div/dep/mar,none,1,life insurance,38,bank,own,2,skilled,1,none,yes,good
667,no checking,21,critical/other existing credit,business,1743,no known savings,4<=X<7,4,female div/dep/mar,guarantor,2,no known property,30,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
668,<0,24,existing paid,radio/tv,9857,<100,1<=X<4,4,female div/dep/mar,none,2,car,70,bank,own,2,unskilled resident,1,none,yes,good
669,0<=X<200,36,existing paid,business,14318,100<=X<500,1<=X<4,4,male single,none,4,life insurance,23,none,own,2,skilled,1,yes,yes,good
670,0<=X<200,6,existing paid,used car,4526,100<=X<500,1<=X<4,3,male mar/wid,none,4,life insurance,23,none,own,1,skilled,1,none,yes,bad
671,<0,6,existing paid,furniture/equipment,14318,>=1000,<1,4,male single,none,2,life insurance,25,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,good
672,0<=X<200,30,critical/other existing credit,new car,1936,500<=X<1000,1<=X<4,3,male single,none,1,no known property,38,none,for free,1,skilled,1,none,yes,good
673,<0,30,existing paid,furniture/equipment,4771,100<=X<500,>=7,1,male single,none,3,life insurance,33,none,own,1,skilled,1,yes,no,good
674,<0,21,existing paid,radio/tv,682,no known savings,unemployed,2,male single,none,2,car,29,none,own,1,skilled,1,none,yes,good
675,0<=X<200,30,existing paid,new car,2613,<100,<1,3,male single,none,4,real estate,48,none,own,2,unskilled resident,1,yes,yes,good
676,0<=X<200,21,critical/other existing credit,repairs,1572,<100,4<=X<7,1,male div/sep,none,4,real estate,25,none,own,2,skilled,1,none,yes,good
677,<0,24,existing paid,new car,6967,<100,1<=X<4,4,female div/dep/mar,none,2,car,30,none,own,2,skilled,2,none,yes,good
678,0<=X<200,60,critical/other existing credit,used car,2278,<100,1<=X<4,4,male single,none,3,no known property,26,none,for free,2,unskilled resident,1,none,yes,good
679,<0,18,existing paid,radio/tv,7582,<100,4<=X<7,4,male single,none,2,real estate,22,none,own,1,skilled,1,none,yes,bad
680,<0,30,critical/other existing credit,furniture/equipment,9398,no known savings,4<=X<7,2,male single,none,2,real estate,27,none,for free,1,skilled,1,none,yes,bad
681,0<=X<200,36,critical/other existing credit,new car,3244,<100,1<=X<4,1,female div/dep/mar,co applicant,4,car,39,none,own,2,skilled,1,none,yes,good
682,0<=X<200,15,delayed previously,used car,884,<100,unemployed,4,male div/sep,none,1,no known property,28,stores,own,1,skilled,1,yes,yes,bad
683,no checking,48,existing paid,business,999,<100,>=7,2,female div/dep/mar,none,4,real estate,39,bank,own,2,unskilled resident,1,yes,yes,good
684,no checking,15,critical/other existing credit,used car,1224,<100,1<=X<4,4,male div/sep,none,4,car,33,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
685,0<=X<200,18,existing paid,used car,2028,<100,1<=X<4,1,female div/dep/mar,none,2,car,31,none,own,1,unskilled resident,1,yes,yes,good
686,<0,15,existing paid,radio/tv,1271,<100,<1,4,female div/dep/mar,none,1,car,27,stores,for free,1,skilled,1,yes,yes,good
687,<0,10,existing paid,new car,3777,100<=X<500,>=7,3,female div/dep/mar,none,2,real estate,28,none,own,1,skilled,1,none,yes,good
688,0<=X<200,36,no credits/all paid,new car,3060,<100,4<=X<7,4,male single,none,4,no known property,45,none,own,2,skilled,1,none,yes,bad
689,no checking,24,critical/other existing credit,used car,4281,100<=X<500,<1,1,female div/dep/mar,none,2,real estate,36,none,own,1,skilled,1,none,yes,good
690,0<=X<200,6,existing paid,furniture/equipment,6110,no known savings,1<=X<4,3,male mar/wid,none,2,no known property,36,none,own,1,unskilled resident,2,none,yes,good
691,<0,6,no credits/all paid,radio/tv,860,100<=X<500,1<=X<4,1,male single,none,2,real estate,49,none,own,1,high qualif/self emp/mgmt,1,none,yes,bad
692,no checking,8,existing paid,radio/tv,790,<100,1<=X<4,4,male single,none,1,real estate,42,stores,own,1,high qualif/self emp/mgmt,2,none,yes,bad
693,no checking,30,critical/other existing credit,new car,7511,100<=X<500,1<=X<4,3,male single,none,1,car,27,bank,own,1,skilled,1,yes,yes,good
694,<0,18,no credits/all paid,radio/tv,3062,no known savings,<1,2,male single,none,4,car,36,bank,own,1,skilled,1,none,yes,good
695,no checking,21,critical/other existing credit,new car,1295,<100,<1,4,female div/dep/mar,guarantor,4,life insurance,42,none,rent,1,skilled,1,none,yes,good
696,>=200,12,delayed previously,furniture/equipment,1042,<100,<1,4,female div/dep/mar,guarantor,4,life insurance,36,none,own,2,skilled,1,yes,yes,good
697,<0,12,existing paid,furniture/equipment,1546,<100,4<=X<7,4,female div/dep/mar,none,2,car,27,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
698,0<=X<200,12,all paid,radio/tv,2503,<100,1<=X<4,4,male single,none,4,car,40,stores,own,1,skilled,1,none,yes,good
699,no checking,6,existing paid,radio/tv,8065,<100,1<=X<4,4,female div/dep/mar,none,2,car,46,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
700,no checking,11,existing paid,radio/tv,7685,<100,1<=X<4,4,female div/dep/mar,none,4,car,26,none,rent,3,high qualif/self emp/mgmt,1,none,yes,good
701,<0,12,existing paid,furniture/equipment,1473,<100,>=7,1,male mar/wid,none,3,real estate,24,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
702,<0,36,existing paid,used car,339,<100,>=7,4,male mar/wid,none,4,life insurance,22,none,own,1,skilled,1,none,yes,good
703,<0,9,existing paid,new car,1514,<100,<1,1,female div/dep/mar,none,4,real estate,25,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
704,<0,24,existing paid,furniture/equipment,3342,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,44,none,own,1,skilled,2,none,yes,good
705,0<=X<200,9,critical/other existing credit,used car,1374,no known savings,>=7,4,male single,none,4,car,29,stores,own,1,unskilled resident,2,none,yes,bad
706,<0,18,critical/other existing credit,new car,3594,no known savings,1<=X<4,4,male single,none,4,life insurance,22,none,own,1,skilled,1,yes,yes,bad
707,no checking,10,no credits/all paid,repairs,1154,no known savings,>=7,4,male single,none,1,no known property,25,none,for free,1,skilled,1,none,yes,bad
708,<0,36,critical/other existing credit,furniture/equipment,2812,>=1000,4<=X<7,3,male single,none,4,car,23,none,rent,2,high qualif/self emp/mgmt,1,none,yes,good
709,no checking,9,existing paid,furniture/equipment,2121,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,43,none,own,1,skilled,1,none,yes,good
710,0<=X<200,12,critical/other existing credit,furniture/equipment,937,<100,1<=X<4,3,male single,none,4,real estate,48,none,own,2,unskilled resident,1,none,yes,good
711,no checking,24,existing paid,radio/tv,6331,no known savings,>=7,3,female div/dep/mar,guarantor,4,real estate,32,none,own,1,unskilled resident,1,none,yes,good
712,0<=X<200,24,existing paid,education,2415,no known savings,1<=X<4,4,male single,co applicant,3,no known property,23,bank,own,1,high qualif/self emp/mgmt,1,none,yes,good
713,0<=X<200,16,critical/other existing credit,radio/tv,1459,<100,unemployed,1,male single,none,3,real estate,20,none,own,4,high qualif/self emp/mgmt,1,yes,yes,bad
714,0<=X<200,18,critical/other existing credit,furniture/equipment,2978,no known savings,<1,1,male single,co applicant,4,life insurance,35,none,own,2,unskilled resident,1,none,yes,good
715,<0,6,critical/other existing credit,new car,1053,>=1000,1<=X<4,3,male div/sep,none,4,car,53,none,own,1,skilled,1,yes,yes,bad
716,no checking,12,no credits/all paid,furniture/equipment,3590,<100,<1,1,male single,none,2,car,36,none,rent,1,skilled,1,none,yes,bad
717,no checking,30,existing paid,radio/tv,2576,>=1000,>=7,1,male single,co applicant,1,car,28,bank,own,1,skilled,2,yes,yes,good
718,no checking,12,existing paid,radio/tv,1582,no known savings,1<=X<4,4,male single,none,1,car,44,none,own,2,skilled,2,yes,yes,bad
719,<0,48,critical/other existing credit,new car,2337,100<=X<500,>=7,4,male single,none,1,no known property,28,none,own,1,skilled,1,none,yes,good
720,<0,24,all paid,education,571,500<=X<1000,>=7,2,male single,none,2,car,37,none,own,1,unemp/unskilled non res,1,yes,yes,bad
721,no checking,12,critical/other existing credit,furniture/equipment,2212,100<=X<500,>=7,4,male single,none,3,no known property,35,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,bad
722,<0,36,critical/other existing credit,radio/tv,1935,<100,1<=X<4,2,female div/dep/mar,none,2,no known property,44,none,own,2,unskilled resident,1,none,yes,good
723,no checking,24,delayed previously,radio/tv,518,<100,1<=X<4,4,male single,none,4,real estate,27,none,rent,1,skilled,1,none,yes,good
724,no checking,24,existing paid,furniture/equipment,745,100<=X<500,4<=X<7,2,male mar/wid,none,2,real estate,43,none,own,2,skilled,2,none,yes,good
725,<0,6,existing paid,radio/tv,1592,500<=X<1000,unemployed,1,male mar/wid,none,4,no known property,40,none,own,2,unskilled resident,1,none,yes,good
726,0<=X<200,42,existing paid,radio/tv,2892,<100,1<=X<4,4,male mar/wid,none,2,no known property,24,none,own,1,skilled,2,none,yes,bad
727,0<=X<200,48,critical/other existing credit,radio/tv,1331,>=1000,<1,2,male single,none,4,life insurance,37,none,own,1,skilled,1,none,yes,good
728,<0,12,existing paid,new car,6224,no known savings,4<=X<7,4,female div/dep/mar,none,2,life insurance,47,none,own,1,unemp/unskilled non res,1,none,yes,good
729,<0,21,existing paid,furniture/equipment,1188,<100,<1,4,female div/dep/mar,none,2,real estate,28,bank,rent,1,high qualif/self emp/mgmt,1,none,yes,good
730,<0,24,existing paid,business,939,<100,1<=X<4,4,male single,none,2,car,20,none,own,1,unskilled resident,1,none,yes,bad
731,<0,9,no credits/all paid,new car,2718,no known savings,>=7,2,male single,none,1,car,41,stores,own,2,skilled,1,yes,yes,bad
732,<0,6,delayed previously,radio/tv,1514,<100,1<=X<4,2,male single,none,3,real estate,64,none,rent,1,skilled,1,none,yes,good
733,0<=X<200,21,existing paid,furniture/equipment,1449,<100,1<=X<4,4,male single,none,4,no known property,29,bank,own,2,unskilled resident,1,none,yes,bad
734,0<=X<200,15,existing paid,new car,9436,500<=X<1000,1<=X<4,4,male single,none,1,real estate,24,stores,own,1,skilled,1,none,yes,bad
735,0<=X<200,6,critical/other existing credit,new car,2063,100<=X<500,>=7,4,female div/dep/mar,none,2,car,31,none,own,2,unskilled resident,1,none,yes,good
736,no checking,30,no credits/all paid,radio/tv,717,<100,4<=X<7,2,male single,none,3,no known property,35,none,own,2,unskilled resident,1,yes,yes,good
737,no checking,6,critical/other existing credit,used car,6560,<100,1<=X<4,2,female div/dep/mar,none,2,life insurance,29,none,own,2,skilled,1,none,yes,bad
738,no checking,24,existing paid,new car,4611,<100,4<=X<7,4,male mar/wid,none,4,life insurance,41,none,for free,2,skilled,2,yes,yes,good
739,>=200,24,existing paid,new car,3416,no known savings,1<=X<4,2,male single,none,4,real estate,33,none,own,2,skilled,1,yes,yes,good
740,>=200,12,existing paid,new car,1743,<100,4<=X<7,2,male single,none,1,no known property,48,none,own,3,high qualif/self emp/mgmt,1,yes,yes,good
741,no checking,48,existing paid,business,1474,no known savings,<1,4,female div/dep/mar,none,4,car,24,none,own,1,skilled,1,yes,yes,bad
742,0<=X<200,36,existing paid,used car,691,no known savings,unemployed,4,male single,none,1,real estate,44,none,rent,1,skilled,2,none,yes,good
743,0<=X<200,12,critical/other existing credit,education,2923,<100,4<=X<7,4,male single,guarantor,4,real estate,40,none,own,2,skilled,1,none,yes,good
744,no checking,30,critical/other existing credit,furniture/equipment,915,<100,<1,1,male single,none,1,car,42,none,own,2,skilled,1,none,yes,bad
745,<0,24,existing paid,new car,730,no known savings,4<=X<7,3,male single,none,1,real estate,27,none,own,2,unskilled resident,1,yes,yes,bad
746,<0,24,critical/other existing credit,business,674,100<=X<500,4<=X<7,1,female div/dep/mar,none,2,real estate,38,none,own,2,skilled,1,yes,yes,good
747,0<=X<200,36,existing paid,radio/tv,841,<100,<1,2,male single,none,4,car,34,none,own,2,skilled,2,yes,yes,good
748,0<=X<200,12,existing paid,radio/tv,1721,<100,1<=X<4,2,male mar/wid,none,4,no known property,39,none,own,1,skilled,1,yes,yes,bad
749,0<=X<200,12,existing paid,repairs,6143,<100,4<=X<7,4,male mar/wid,none,4,real estate,44,none,rent,1,unskilled resident,2,none,yes,bad
750,0<=X<200,24,critical/other existing credit,furniture/equipment,1414,100<=X<500,4<=X<7,2,male single,none,4,real estate,20,none,own,1,skilled,1,yes,yes,good
751,no checking,12,existing paid,radio/tv,866,<100,>=7,3,male single,none,1,real estate,46,none,own,2,skilled,2,yes,yes,bad
752,no checking,24,existing paid,radio/tv,4020,<100,unemployed,4,male single,guarantor,3,car,53,none,for free,1,unemp/unskilled non res,1,none,yes,good
753,0<=X<200,10,delayed previously,radio/tv,3021,no known savings,>=7,4,male single,none,1,life insurance,43,none,own,2,unskilled resident,1,yes,yes,good
754,no checking,12,critical/other existing credit,furniture/equipment,2930,no known savings,4<=X<7,4,female div/dep/mar,none,1,no known property,28,none,own,1,skilled,1,yes,yes,good
755,0<=X<200,48,all paid,business,1620,<100,4<=X<7,2,male single,none,4,real estate,55,stores,own,2,skilled,1,yes,yes,bad
756,0<=X<200,18,existing paid,radio/tv,701,<100,<1,1,female div/dep/mar,none,4,real estate,31,none,own,2,skilled,1,none,yes,good
757,0<=X<200,36,existing paid,radio/tv,2225,100<=X<500,4<=X<7,2,male single,none,3,life insurance,38,none,own,2,unemp/unskilled non res,2,none,yes,bad
758,no checking,12,existing paid,new car,1402,<100,4<=X<7,4,male single,none,2,car,25,none,own,2,skilled,1,yes,yes,good
759,no checking,9,critical/other existing credit,radio/tv,6229,<100,1<=X<4,3,female div/dep/mar,none,4,car,24,stores,own,2,skilled,1,none,yes,good
760,0<=X<200,12,existing paid,furniture/equipment,5096,<100,1<=X<4,4,male single,none,2,no known property,34,none,rent,1,skilled,1,none,yes,good
761,no checking,30,no credits/all paid,education,2299,<100,>=7,1,male single,none,4,car,46,none,own,1,high qualif/self emp/mgmt,2,yes,yes,good
762,no checking,18,existing paid,furniture/equipment,1552,<100,1<=X<4,4,female div/dep/mar,none,1,real estate,43,none,for free,2,skilled,2,none,yes,good
